,level_0,index,production_countries,popularity,vote_average,overview,genres,keywords,production_companies,weighted_rating,release_year,genre_embedding,keywords_embedding,production_comp_embedding,production_count_embedding
1697,1697,831,['united states of america'],19.067,6.35,"['peter', 'highman', 'must', 'scramble', 'across', 'us', 'five', 'days', 'present', 'birth', 'first', 'child', 'gets', 'bad', 'start', 'wallet', 'luggage', 'stolen', 'put', 'list', 'peter', 'embarks', 'terrifying', 'journey', 'accepts', 'ride', 'actor']","['comedy', 'drama']","['highway', 'slacker', 'hitchhiker', 'wallet', 'sunglasses', 'rest', 'stop', 'vicodin', 'waffle']","['legendary pictures', 'green hat films', 'warner bros. pictures']",6.520608647732248,2010s,"[-0.00322802  0.06931491  0.12574801 -0.01404555  0.06219293 -0.08482287
  0.1267814   0.15272951 -0.1629309  -0.05003268]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[ 0.10803434  0.168653    0.3234176   0.14409752 -0.122713  ],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1698,1698,1129,['united states of america'],21.508,6.294,"['unlike', 'heroic', 'counterparts', 'force', 'nypd', 'detectives', 'gamble', 'hoitz', 'garner', 'headlines', 'work', 'day', 'day', 'seemingly', 'minor', 'case', 'turns', 'big', 'deal', 'two', 'cops', 'get', 'opportunity', 'finally', 'prove', 'comrades', 'right', 'stuff']","['action', 'comedy', 'crime']","['narration', 'fire', 'engine', 'buddy', 'cop', 'ceo', 'zip', 'line', 'buddy', 'comedy', 'carjacking', 'aftercreditsstinger', 'duringcreditsstinger', 'shot']","['columbia pictures', 'gary sanchez productions', 'mosaic media group']",6.519256741918736,2010s,"[ 0.00466721  0.06688152  0.09328267 -0.0188103   0.06774872 -0.04440881
  0.12911813  0.09193534 -0.1677122  -0.03088533]","[ 0.14245081 -0.00321973  0.7010146  -0.1656897   0.28265062  0.21177419
  0.5947755   0.42516193 -0.44711456 -0.45936576]",[ 0.18868525  0.11603028  0.20699841  0.07261802 -0.05409217],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1699,1699,1687,"['australia', 'united states of america']",25.864,6.192,"['babe', 'little', 'pig', 'quite', 'know', 'place', 'world', 'bunch', 'odd', 'friends', 'like', 'ferdinand', 'duck', 'thinks', 'rooster', 'fly', 'dog', 'calls', 'mum', 'babe', 'realises', 'makings', 'become', 'greatest', 'sheep', 'pig', 'time', 'farmer', 'hogget', 'knows', 'help', 'sheep', 'dogs', 'babe', 'learns', 'pig', 'anything', 'wants']","['fantasy', 'drama', 'comedy', 'family']","['farm', 'sheep', 'pig', 'alarm', 'clock', 'cat', 'duck', 'heroism', 'affection', 'piglet', 'anthropomorphism', 'based', 'children', 'book', 'dog', 'separation', 'farmer', 'grandson', 'sheepdog', 'talking', 'pig', 'christmas']","['universal pictures', 'kennedy miller productions']",6.517857768355016,1990s,"[-0.02932058  0.08721503  0.10720855 -0.049487    0.10340776 -0.07245366
  0.1317117   0.12802187 -0.14488317 -0.06951118]","[ 0.117732   -0.00514856  0.66113436 -0.06715962 -0.05651037  0.09158058
  0.76555604  0.46675724 -0.32150042 -0.3474538 ]",[-0.11343811  0.2698381   0.31966057 -0.04183115 -0.1464612 ],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1700,1700,1899,['united states of america'],27.175,6.14,"['hondo', 'harrelson', 'recruits', 'jim', 'street', 'join', 'elite', 'unit', 'los', 'angeles', 'police', 'department', 'together', 'seek', 'members', 'including', 'tough', 'deke', 'kay', 'single', 'mom', 'chris', 'sanchez', 'team', 'first', 'big', 'assignment', 'escort', 'crime', 'boss', 'alex', 'montel', 'prison', 'seems', 'routine', 'montel', 'offers', 'huge', 'reward', 'anyone', 'break', 'free', 'criminals', 'various', 'stripes', 'step', 'prize']","['action', 'thriller', 'crime']","['liberation', 'transport', 'prisoners', 'special', 'unit', 'los', 'angeles', 'california']","['original film', 'camelot pictures', 'chris lee productions', 'illusion entertainment', 'columbia pictures']",6.516755830187503,2000s,"[-0.05571939  0.06870527  0.03778574 -0.03707286  0.04739821 -0.03394602
  0.10691641  0.10405374 -0.12428156  0.01806314]","[-0.02145715 -0.01511333  0.43004856 -0.27371344  0.57389194  0.42480364
  0.436581    0.669928   -0.5789723  -0.7411421 ]",[ 0.21175884  0.16465285  0.15770055  0.08666717 -0.16018817],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1701,1701,958,['united states of america'],19.603,6.317,"['brother', 'sister', 'sent', 'grandparents', 'remote', 'pennsylvania', 'farm', 'week', 'discover', 'elderly', 'couple', 'involved', 'something', 'deeply', 'disturbing']","['horror', 'mystery']","['farm', 'rap', 'music', 'sibling', 'relationship', 'pennsylvania', 'usa', 'grandparents', 'murder', 'single', 'mother', 'oven', 'found', 'footage', 'hide', 'seek', 'diaper']","['blumhouse productions', 'blinding edge pictures']",6.515992628256306,2010s,"[ 0.02111655 -0.0361508   0.00881833 -0.03203035  0.08376415  0.03057542
  0.13006292  0.11831602 -0.0330412   0.03979054]","[-0.01285869  0.02150901  0.4873608   0.00692653  0.2584635   0.18560703
  0.73592854  0.36210543 -0.6036986  -0.5106186 ]",[ 0.09264587  0.10260458  0.13133894 -0.00719488 -0.11918409],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1702,1702,1151,"['canada', 'france', 'germany', 'united states of america']",10.493,6.286,"['years', 'racoon', 'city', 'catastrophe', 'survivors', 'travel', 'across', 'nevada', 'desert', 'hoping', 'make', 'alaska', 'alice', 'joins', 'caravan', 'fight', 'hordes', 'zombies', 'evil', 'umbrella', 'corp']","['horror', 'action', 'science', 'fiction']","['clone', 'dystopia', 'mutant', 'future', 'conspiracy', 'evil', 'corporation', 'zombie', 'based', 'video', 'game']","['screen gems', 'impact pictures', 'davis films', 'constantin film']",6.515557636689561,2000s,"[-0.05583646  0.03886282  0.02566379 -0.05889929  0.10469136 -0.02799455
  0.1477429   0.11151098 -0.16298883 -0.0023819 ]","[ 0.2356797  -0.05496246  0.80797434 -0.15952854 -0.11818412  0.11514497
  0.6559046   0.4927814  -0.17281406 -0.41663542]",[ 0.10633472  0.33719525  0.20091164 -0.07247913 -0.00417129],[ 0.06533359  0.03578292  0.0445261   0.04318071 -0.09309387]
1703,1703,720,['united states of america'],46.895,6.359,"['high', 'school', 'basketball', 'coach', 'passes', 'away', 'five', 'good', 'friends', 'former', 'teammates', 'reunite', 'fourth', 'july', 'holiday', 'weekend']",['comedy'],"['friendship', 'overweight', 'convertible', 'swing', 'foot', 'friends', 'arrow', 'buddy', 'comedy', 'buddies']","['columbia pictures', 'relativity media', 'sony pictures', 'happy madison productions']",6.51521085157711,2010s,"[ 0.03100099  0.10093358  0.14501892 -0.06470049  0.15324208 -0.07181194
  0.10246505  0.14827625 -0.1905656  -0.05469418]","[ 0.10832328  0.11434133  0.5461359  -0.19169131  0.3486244   0.19662917
  0.69108784  0.46816686 -0.50519943 -0.4282052 ]",[ 0.10700245  0.24729255  0.23270305  0.03292745 -0.02857195],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1704,1704,1277,"['united kingdom', 'united states of america']",39.742,6.265,"['london', 'mouse', 'roddy', 'flushed', 'toilet', 'sid', 'common', 'sewer', 'rat', 'hang', 'madcap', 'adventure', 'deep', 'sewer', 'bowels', 'ratropolis', 'roddy', 'meets', 'resourceful', 'rita', 'toad', 'faithful', 'thugs', 'spike', 'whitey']","['adventure', 'animation', 'comedy', 'family']","['ship', 'london', 'england', 'return', 'girlfriend', 'rubin']","['dreamworks animation', 'aardman', 'paramount']",6.514930603287465,2000s,"[-0.06036914  0.05880133  0.151811   -0.10061825  0.1392774  -0.05799212
  0.11642815  0.11241245 -0.14287676 -0.03550692]","[-0.09396704  0.0651787   0.6152451  -0.21257919  0.15931955  0.30322817
  0.696156    0.4060321  -0.3920924  -0.3398228 ]",[ 0.03768495  0.23091736  0.32098255 -0.01262293 -0.04477571],[-0.07279584  0.06966176  0.14381105  0.04305519 -0.13837245]
1705,1705,1393,['united states of america'],31.587,6.242,"['evil', 'jafar', 'escapes', 'magic', 'lamp', 'genie', 'ready', 'plot', 'revenge', 'aladdin', 'battling', 'elusive', 'villains', 'atop', 'winged', 'horses', 'dodging', 'flames', 'inside', 'exploding', 'lava', 'pit', 'aladdin', 'princess', 'jasmine', 'outrageously', 'funny', 'genie', 'side', 'save', 'kingdom']","['family', 'adventure', 'animation', 'romance']","['princess', 'middle', 'east', 'magic', 'parrot', 'sultan', 'flying', 'carpet', 'musical', 'sequel', 'love', 'revenge', 'magical', 'object', 'animal', 'aftercreditsstinger', 'genie', 'magic', 'lamp', 'direct', 'video']",['disney television animation'],6.514464921014586,1990s,"[-0.0697636   0.03938955  0.1321476  -0.09146665  0.13535026 -0.03114311
  0.07968098  0.0669639  -0.1039573  -0.00619798]","[ 0.1169756  -0.0205454   0.6120884  -0.09044848  0.07743236  0.10892868
  0.76412797  0.48714346 -0.3534881  -0.3640629 ]",[0. 0. 0. 0. 0.],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1706,1706,608,['united states of america'],22.984,6.374,"['andy', 'stitzer', 'pleasant', 'life', 'nice', 'apartment', 'job', 'stamping', 'invoices', 'electronics', 'store', 'age', 'one', 'thing', 'andy', 'done', 'really', 'bothering', 'male', 'andy', 'still', 'virgin', 'determined', 'help', 'andy', 'get', 'laid', 'guys', 'make', 'mission', 'seems', 'hopeless', 'andy', 'meets', 'small', 'business', 'owner', 'trish', 'single', 'mom']","['comedy', 'romance']","['first', 'time', 'virgin', 'male', 'friendship', 'relationship', 'poker', 'game', 'sex', 'comedy', 'virginity', 'sex']","['universal pictures', 'apatow productions']",6.5143793978857705,2000s,"[ 0.01221206  0.06211003  0.1056921  -0.04639729  0.14538781 -0.01811393
  0.0289707   0.05737915 -0.11272667  0.0039237 ]","[ 0.13218085  0.02484767  0.55772173 -0.13677254  0.19086558  0.22422433
  0.7818424   0.35492235 -0.5148864  -0.38381496]",[ 0.06768677  0.22426867  0.28699434 -0.06248851 -0.1178389 ],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1707,1707,1901,['united states of america'],21.526,6.13,"['story', 'steve', 'jobs', 'ascension', 'college', 'dropout', 'one', 'revered', 'creative', 'entrepreneurs', 'century']","['drama', 'history']","['computer', 'biography', 'based', 'true', 'story', 'entrepreneur', 'maniacal', 'genius']","['open road films', 'dillywood', 'five star institute', 'silver reel']",6.511796675439175,2010s,"[-0.03745704  0.03769625  0.1064771   0.0366094  -0.02885622 -0.0978338
  0.15109776  0.15718275 -0.1352962  -0.04537118]","[-0.00689646  0.13267381  0.56265116 -0.02349755  0.07897277  0.31021613
  0.76361704  0.40918383 -0.26383847 -0.43647105]",[ 0.00411495  0.05720927 -0.09759089  0.04318693 -0.0424977 ],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1708,1708,1480,['united kingdom'],17.636,6.222,"['prominent', 'heads', 'state', 'world', 'begin', 'gathering', 'conference', 'could', 'major', 'impact', 'global', 'politics', 'receives', 'word', 'chinese', 'premier', 'become', 'target', 'killers', 'falls', 'johnny', 'english', 'save', 'day', 'armed', 'latest', 'weaponry', 'gadgets', 'would', 'make', 'even', 'james', 'bond', 'jealous', 'agent', 'uncovers', 'evidence', 'massive', 'conspiracy', 'involving', 'world', 'powerful', 'organisations', 'vows', 'redeem', 'tarnished', 'reputation', 'stopping', 'killers', 'strike']","['crime', 'action', 'comedy']","['mind', 'control', 'buddhist', 'monk', 'cooking', 'prime', 'minister', 'secret', 'agent', 'sequel', 'james', 'bond', 'spoof', 'incompetence', 'aftercreditsstinger', 'assassination', 'attempt']",['working title films'],6.511292093702619,2010s,"[ 0.00466721  0.06688152  0.09328266 -0.0188103   0.06774872 -0.04440881
  0.12911814  0.09193534 -0.1677122  -0.03088533]","[ 0.07105072 -0.1026856   0.7640755  -0.18338835 -0.04237951  0.28745487
  0.7494856   0.33576667 -0.25941396 -0.2963026 ]",[ 0.01682516  0.2073711   0.277586    0.14705291 -0.15043251],[-0.13919449  0.13141698  0.18193896 -0.09758576 -0.08212562]
1709,1709,1874,['united states of america'],19.28,6.135,"['behind', 'san', 'diego', 'top', 'rated', 'newsman', 'ron', 'burgundy', 'returns', 'take', 'new', 'york', 'first', 'news', 'channel', 'storm']",['comedy'],"['journalism', 'language', 'mustache', 'gang', 'warfare', 'aftercreditsstinger', 'news', 'spoof', 'news', 'tv', 'news', 'anchor', 'cable', 'news']","['gary sanchez productions', 'paramount', 'apatow productions']",6.51037931781634,2010s,"[ 0.03100099  0.10093358  0.14501892 -0.06470049  0.15324208 -0.07181194
  0.10246505  0.14827625 -0.1905656  -0.05469418]","[ 0.12673981 -0.08960771  0.66805786 -0.17482942  0.1976865   0.19947311
  0.6247486   0.47986966 -0.34675178 -0.47902685]",[0.19859298 0.13370825 0.15625714 0.05951183 0.0044231 ],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1710,1710,1011,"['canada', 'hong kong', 'united states of america']",39.084,6.3,"['saban', 'power', 'rangers', 'follows', 'five', 'ordinary', 'teens', 'must', 'become', 'something', 'extraordinary', 'learn', 'small', 'town', 'angel', 'grove', 'world', 'verge', 'obliterated', 'alien', 'threat', 'chosen', 'destiny', 'heroes', 'quickly', 'discover', 'ones', 'save', 'planet', 'overcome', 'issues', 'late', 'band', 'together', 'power', 'rangers']","['action', 'adventure', 'science', 'fiction']","['spacecraft', 'autism', 'bullying', 'super', 'power', 'superhero', 'team', 'lgbt', 'reboot', 'female', 'villain', 'ethnic', 'diversity', 'based', 'tv', 'series']","['lionsgate', 'saban brands', 'saban films', 'temple hill entertainment', 'tik films']",6.510336942206875,2010s,"[-0.08178394  0.06682833  0.07557982 -0.10694653  0.10702501 -0.0575473
  0.16898724  0.0896     -0.1710373  -0.01440524]","[ 0.2596118  -0.20278744  0.83504695 -0.22104329 -0.33806148  0.06641261
  0.7090872   0.49319613 -0.26180083 -0.29391578]",[-0.01488794  0.26127443  0.31746837 -0.0063514  -0.00053581],[ 0.0707557   0.0551917   0.12106562  0.1002798  -0.03535747]
1711,1711,1917,['united states of america'],20.033,6.123,"['los', 'angeles', 'widowed', 'mother', 'two', 'daughters', 'add', 'new', 'stunt', 'bolster', 'séance', 'scam', 'business', 'unwittingly', 'invite', 'authentic', 'evil', 'home', 'youngest', 'daughter', 'overtaken', 'merciless', 'spirit', 'small', 'family', 'confronts', 'unthinkable', 'fears', 'save', 'send', 'possessor', 'back', 'side']",['horror'],"['supernatural', 'possession', 'prequel', 'spirit', 'aftercreditsstinger']","['platinum dunes', 'universal pictures', 'allspark pictures', 'blumhouse productions', 'hasbro']",6.509598283843731,2010s,"[-0.03226936 -0.05464656 -0.00915813  0.0270421   0.08656979  0.05237694
  0.13515773  0.13245222 -0.10732877 -0.0123333 ]","[ 0.09579994 -0.15275437  0.6454736  -0.08403772  0.00248634  0.03303685
  0.71730703  0.525529   -0.34472775 -0.37375128]",[ 0.09265378  0.26191783  0.37655196 -0.04415149 -0.05490592],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1712,1712,913,['united states of america'],22.604,6.318,"['framed', 'run', 'former', 'fbi', 'agent', 'must', 'save', 'family', 'blazing', 'fire', 'world', 'tallest', 'building']","['action', 'thriller']","['fire', 'china', 'skyscraper', 'hong', 'kong', 'high', 'tech', 'security', 'system', 'pearl', 'penthouse', 'world', 'tallest', 'building', 'trapped', 'burning', 'building']","['flynn picture company', 'legendary pictures', 'seven bucks productions', 'the third floor']",6.50912434900907,2010s,"[-0.06651464  0.07550588  0.01080682 -0.07151869  0.07690605 -0.05102378
  0.10123891  0.15821382 -0.14310645 -0.00579004]","[ 0.07860848 -0.02807647  0.61663055 -0.28329733 -0.00585883  0.09600646
  0.7822553   0.4828037  -0.4258226  -0.2658254 ]",[ 0.10749354  0.02963357  0.16907687 -0.08356065  0.03166949],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1713,1713,1859,['united states of america'],40.484,6.135,"['father', 'transformed', 'killing', 'machine', 'family', 'torn', 'apart', 'violent', 'act']","['action', 'crime', 'drama', 'thriller']","['robbery', 'based', 'novel', 'book', 'police', 'gun', 'kidnapping', 'detective', 'remake', 'vigilante', 'shootout', 'dark', 'hero', 'criminal', 'death', 'wife', 'father', 'daughter', 'relationship', 'vigilante', 'justice']","['metro-goldwyn-mayer', 'cave 76 productions']",6.508758361671223,2010s,"[-0.05115381  0.06095301  0.05495858 -0.01865229  0.0283346  -0.04991797
  0.11796174  0.11733598 -0.12703522  0.00220456]","[ 0.07389703  0.05298239  0.5891607  -0.03474415  0.18285546  0.16418114
  0.69597393  0.42280787 -0.44839376 -0.50096166]",[ 0.00930664  0.20740938  0.15522675 -0.1412448  -0.09352814],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1714,1714,400,"['united kingdom', 'united states of america']",32.793,6.398,"['biologist', 'signs', 'dangerous', 'secret', 'expedition', 'mysterious', 'zone', 'laws', 'nature', 'apply']","['science', 'fiction', 'horror']","['depression', 'florida', 'quarantine', 'coma', 'based', 'novel', 'book', 'mutation', 'professor', 'dna', 'expedition', 'transformation', 'alligator', 'hybrid', 'swamp', 'meteor', 'grief', 'physicist', 'cancer', 'memory', 'loss', 'psychologist', 'scientist', 'paramedic', 'missing', 'person', 'beast', 'geologist', 'biologist', 'unusual', 'phenomena', 'compound', 'missing', 'husband', 'fauna', 'mysterious', 'life', 'form', 'flora']","['dna films', 'paramount', 'scott rudin productions', 'skydance']",6.508429417929277,2010s,"[-0.08015846  0.03694811  0.01985656 -0.07068265  0.11904797 -0.01678474
  0.14145122  0.10474924 -0.14200537  0.03140124]","[ 0.10102426  0.12123454  0.5979218  -0.03329166  0.00456758  0.04629778
  0.7151806   0.48257396 -0.43557334 -0.39693046]",[0.05143439 0.12218642 0.25006503 0.00291233 0.03220244],[-0.07279584  0.06966176  0.14381105  0.04305519 -0.13837245]
1715,1715,985,['united states of america'],31.265,6.301,"['casper', 'kind', 'young', 'ghost', 'peacefully', 'haunts', 'mansion', 'maine', 'specialist', 'james', 'harvey', 'arrives', 'communicate', 'casper', 'fellow', 'spirits', 'brings', 'along', 'teenage', 'daughter', 'kat', 'casper', 'quickly', 'falls', 'love', 'kat', 'budding', 'relationship', 'complicated', 'transparent', 'state', 'also', 'troublemaking', 'apparition', 'uncles', 'mischievous', 'antics']","['fantasy', 'comedy', 'family']","['friendship', 'afterlife', 'supernatural', 'halloween', 'bullying', 'treasure', 'hunt', 'based', 'comic', 'friends', 'teenage', 'girl', 'ghost', 'hunting', 'super', 'power', 'psychiatry', 'ghost', 'disorder', 'young', 'heroes', 'imaginary', 'mischievous', 'children', 'ghost', 'child', 'mischief', 'unfinished', 'business']","['the harvey entertainment company', 'universal pictures', 'amblin entertainment']",6.508344564707819,1990s,"[-0.02660843  0.10372129  0.10745237 -0.0781858   0.14749576 -0.06399361
  0.1252497   0.11830158 -0.14807881 -0.07755784]","[ 0.15649116 -0.06328539  0.6125888  -0.19440746 -0.04591205  0.10268343
  0.73715216  0.5160924  -0.4162035  -0.33686572]",[-0.00077374  0.3235011   0.45737803 -0.0678677  -0.09745519],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1716,1716,1202,['united states of america'],22.351,6.266,"['slacker', 'woman', 'accidentally', 'conceive', 'child', 'stand', 'try', 'make', 'relationship', 'work', 'must', 'navigate', 'challenges', 'parenthood', 'differences', 'lifestyle', 'maturity']","['comedy', 'romance', 'drama']","['alcohol', 'pregnancy', 'bed', 'stand', 'condom', 'paternity', 'drug', 'use', 'beard', 'unprotected', 'sex', 'duringcreditsstinger']","['apatow productions', 'universal pictures']",6.507599367348069,2000s,"[-0.00434431  0.0539721   0.10595378 -0.0187284   0.08730647 -0.04468722
  0.06967971  0.09064702 -0.12024985 -0.01250793]","[ 0.00465687  0.1339733   0.59764105 -0.0817243   0.26335508  0.480075
  0.6079509   0.54857516 -0.26534054 -0.5685443 ]",[ 0.06768677  0.22426867  0.28699434 -0.06248851 -0.1178389 ],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1717,1717,880,['united states of america'],32.036,6.321,"['benjamin', 'franklin', 'gates', 'abigail', 'chase', 'riley', 'poole', 'armed', 'stack', 'pages', 'john', 'wilkes', 'booth', 'diary', 'ben', 'must', 'follow', 'clue', 'left', 'prove', 'ancestor', 'innocence', 'assassination', 'abraham', 'lincoln']","['action', 'adventure', 'mystery', 'thriller']","['gold', 'treasure', 'london', 'england', 'assassination', 'usa', 'president', 'white', 'house', 'paris', 'france', 'parent', 'child', 'relationship', 'riddle', 'secret', 'society', 'treasure', 'hunt', 'desk', 'library', 'congress', 'archaeologist', 'revisionist', 'history', 'relationship', 'american', 'civil', 'war', 'archeology', 'south', 'dakota', 'ancestor', 'secret', 'formula', 'decipher', 'anxious', 'hidden', 'history', 'lincoln', 'memorial', 'history', 'legacy', 'fictionalized', 'history', 'mount', 'rushmore', 'secret', 'history', 'hidden', 'clues', 'history', 'historical', 'artifacts', 'buckingham', 'palace', 'mount', 'vernon', 'estate', 'virginia']","['walt disney pictures', 'jerry bruckheimer films', 'saturn films', 'junction entertainment', 'sparkler entertainment', 'nt2 productions']",6.507344781656126,2000s,"[-0.04864653  0.04764304  0.05972861 -0.09982176  0.08266874 -0.03977694
  0.13689527  0.11635393 -0.09612229  0.00497691]","[-0.00759063  0.07468314  0.550596   -0.10758748  0.16427645  0.26900324
  0.77052873  0.34245998 -0.46904626 -0.41145334]",[-0.00386122  0.1869332   0.20378374 -0.09700312 -0.05920851],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1718,1718,1985,['united states of america'],19.752,6.102,"['returning', 'wedding', 'reception', 'couple', 'staying', 'isolated', 'vacation', 'house', 'receive', 'knock', 'door', 'night', 'ensues', 'violent', 'invasion', 'three', 'strangers', 'faces', 'hidden', 'behind', 'masks', 'couple', 'find', 'violent', 'struggle', 'go', 'beyond', 'either', 'thought', 'capable', 'order', 'survive']","['horror', 'mystery', 'thriller']","['mask', 'murder', 'slasher', 'psychological', 'thriller', 'home', 'invasion']","['intrepid pictures', 'rogue pictures', 'vertigo entertainment', 'mandate pictures', 'mad hatter entertainment', 'focus features']",6.50693465610442,2000s,"[-0.03597524  0.01136774 -0.0012784  -0.06118296  0.08657295  0.00690908
  0.0986619   0.14042115 -0.04211869  0.05724411]","[ 0.10675148 -0.10358447  0.6844837  -0.05374203  0.11725753  0.2386624
  0.6810139   0.39996758 -0.29181203 -0.5184766 ]",[ 0.01445565  0.15644905  0.16150919 -0.01212536 -0.0613951 ],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1719,1719,1282,"['united kingdom', 'united states of america', 'germany']",31.96,6.25,"['terminal', 'island', 'new', 'york', 'overcrowding', 'us', 'penal', 'system', 'reached', 'breaking', 'point', 'prisons', 'turned', 'monolithic', 'weyland', 'corporation', 'sees', 'jails', 'full', 'thugs', 'opportunity', 'televised', 'sport', 'adrenalized', 'inmates', 'global', 'audience', 'hungry', 'violence', 'spectacular', 'enclosed', 'arena', 'come', 'together', 'form', 'race', 'biggest', 'brutal', 'event']","['action', 'thriller', 'science', 'fiction']","['prison', 'martial', 'arts', 'car', 'race', 'dystopia', 'matter', 'life', 'death', 'car', 'crash', 'prison', 'guard', 'prison', 'escape', 'exploding', 'building', 'vehicle', 'combat', 'street', 'race', 'remake', 'car', 'fire', 'action', 'hero', 'death', 'game']","['impact pictures', 'universal pictures', 'relativity media', 'cruise/wagner productions', 'h2s2 filmproduktionsgesellschaft', 'scion films']",6.506151587316758,2000s,"[-0.08530882  0.07912567  0.02258536 -0.09553185  0.10609655 -0.05119468
  0.12291843  0.12455579 -0.15122506  0.02373924]","[ 0.06793484  0.0964056   0.7293293  -0.0563961   0.12190137  0.22676171
  0.60760236  0.4724408  -0.26462626 -0.51756567]",[ 0.03338725  0.30550638  0.18467237  0.03014941 -0.11251845],[-0.05959086  0.0663825   0.10345191 -0.02561679 -0.15717681]
1720,1720,340,['united states of america'],1.071,6.406,"['cure', 'found', 'treat', 'mutations', 'lines', 'drawn', 'amongst', 'professor', 'charles', 'brotherhood', 'band', 'powerful', 'mutants', 'organised', 'xavier', 'former', 'ally', 'magneto']","['adventure', 'action', 'science', 'fiction', 'thriller']","['mutant', 'based', 'comic', 'superhuman', 'beast', 'cyclops', 'aftercreditsstinger']","[""the donners' company"", '20th century fox']",6.5051945918484275,2000s,"[-0.09545892  0.07474363  0.05616949 -0.10945486  0.10405812 -0.05412256
  0.14236176  0.10860628 -0.14888456  0.00690605]","[ 0.18155217 -0.19809967  0.7652447  -0.09540299 -0.25585094  0.07180095
  0.7148176   0.49402022 -0.30241954 -0.260227  ]",[-0.06138903  0.22550167  0.3649134  -0.08505216 -0.25389922],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1721,1721,1782,['united states of america'],15.138,6.15,"['best', 'pals', 'jason', 'daniel', 'indulge', 'casual', 'flings', 'revel', 'carefree', 'unattached', 'lives', 'learning', 'marriage', 'friend', 'mikey', 'gladly', 'welcome', 'back', 'circle', 'three', 'young', 'men', 'make', 'pact', 'fun', 'avoid', 'commitment', 'however', 'three', 'find', 'involved', 'serious', 'relationships', 'must', 'keep', 'romances', 'secret', 'one', 'another']","['comedy', 'romance']","['friendship', 'male', 'friendship', 'dating', 'relationship', 'duringcreditsstinger', 'young', 'adult']","['treehouse pictures', 'filmdistrict', 'focus features']",6.505043288903075,2010s,"[ 0.01221206  0.06211003  0.1056921  -0.04639729  0.14538781 -0.01811393
  0.0289707   0.05737915 -0.11272667  0.0039237 ]","[ 0.12027081 -0.01302992  0.56248444 -0.1234503   0.03709555  0.07131648
  0.7892854   0.42151365 -0.5101126  -0.3517481 ]",[0.08815494 0.08321135 0.2966925  0.0338934  0.1034012 ],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1722,1722,584,"['china', 'japan', 'canada', 'united states of america']",37.312,6.364,"['peaceful', 'realm', 'azeroth', 'stands', 'brink', 'war', 'civilization', 'faces', 'fearsome', 'race', 'invaders', 'orc', 'warriors', 'fleeing', 'dying', 'home', 'colonize', 'another', 'portal', 'opens', 'connect', 'two', 'worlds', 'one', 'army', 'faces', 'destruction', 'faces', 'extinction', 'opposing', 'sides', 'two', 'heroes', 'set', 'collision', 'course', 'decide', 'fate', 'family', 'people', 'home']","['action', 'adventure', 'fantasy']","['video', 'game', 'chase', 'orcs', 'elves', 'magic', 'based', 'comic', 'world', 'warcraft', 'sorcerer', 'fictional', 'war', 'based', 'video', 'game', 'wizard', 'fictional', 'language', 'live', 'action', 'animation', 'muscles', 'sword', 'sorcery']","['legendary pictures', 'universal pictures', 'atlas entertainment', 'blizzard entertainment', 'tencent pictures', 'fuji television network', 'dentsu', 'huayi brothers pictures', 'taihe entertainment']",6.504763170689442,2010s,"[-0.03222845  0.07575373  0.0946174  -0.11447974  0.09275029 -0.05022557
  0.18243782  0.07890034 -0.16094027 -0.0877789 ]","[ 0.1620711   0.0180563   0.79320705 -0.08761189 -0.03411339  0.12452322
  0.66009486  0.46323162 -0.24391939 -0.37943372]",[ 0.12892404  0.24279809  0.27708936  0.00514512 -0.07659858],[ 0.0707557   0.0551917   0.12106562  0.1002798  -0.03535747]
